author_is_maintainer,closed_on,coder,comments,confidence,engine,ev_id,is_pr,method,observed_on,polarity,repo_id,schema,signal,snippet,state,url,v
False,2021-11-01,rule-v0.1,3,medium,godot,0962fc2a6e6a,False,rule,2020-06-29,demand,godot-rust/gdnative,blocked_demand,contributor-names-blocker,[discussion] Add engine version feature flags,closed,https://github.com/godot-rust/gdnative/issues/496,0.1
True,2022-11-15,rule-v0.1,14,high,godot,0962fc2a6e6a,False,rule,2021-12-06,demand,godot-rust/gdnative,blocked_demand,issue-requests-new-version,Godot 4 + GDExtension support,closed,https://github.com/godot-rust/gdnative/issues/824,0.1
False,2022-07-17,rule-v0.1,4,medium,godot,0962fc2a6e6a,False,rule,2022-07-11,demand,godot-rust/gdnative,blocked_demand,issue-requests-new-version,GDNative 1.3 version check breaks compilation for Godot 3.5 RC,closed,https://github.com/godot-rust/gdnative/issues/904,0.1
False,2023-05-11,rule-v0.1,1,medium,godot,0962fc2a6e6a,True,rule,2023-05-11,demand,git-learning-game/oh-my-git,blocked_demand,issue-requests-new-version,Clarify Godot requirements,closed,https://github.com/git-learning-game/oh-my-git/pull/174,0.1
False,,rule-v0.1,3,high,godot,0962fc2a6e6a,False,rule,2025-08-15,demand,git-learning-game/oh-my-git,blocked_demand,issue-requests-new-version,Porting to Godot 4,open,https://github.com/git-learning-game/oh-my-git/issues/237,0.1
False,,rule-v0.1,16,medium,godot,0962fc2a6e6a,False,rule,2022-02-14,demand,touilleMan/godot-python,blocked_demand,issue-requests-new-version,godot 4.x?,open,https://github.com/touilleMan/godot-python/issues/324,0.1
False,,rule-v0.1,2,high,godot,0962fc2a6e6a,False,rule,2022-09-08,demand,touilleMan/godot-python,blocked_demand,issue-requests-new-version,[Godot 4] Better numpy support for image / np.arrays,open,https://github.com/touilleMan/godot-python/issues/370,0.1
True,,rule-v0.1,0,low,godot,0962fc2a6e6a,False,rule,2022-07-26,demand,touilleMan/godot-python,blocked_demand,contributor-names-blocker,[Godot4] fix macOS CI,open,https://github.com/touilleMan/godot-python/issues/358,0.1
False,,rule-v0.1,7,high,godot,0962fc2a6e6a,True,rule,2023-02-11,demand,touilleMan/godot-python,blocked_demand,issue-requests-new-version,Update README.rst to be able to understand how to try the godot4-meson version,open,https://github.com/touilleMan/godot-python/pull/385,0.1
False,2023-10-07,rule-v0.1,15,high,godot,0962fc2a6e6a,False,rule,2023-03-01,demand,gdquest-demos/godot-4-procedural-generation,blocked_demand,issue-requests-new-version,Port to Godot 4.0,closed,https://github.com/gdquest-demos/godot-4-procedural-generation/issues/10,0.1
False,2024-06-04,rule-v0.1,1,high,godot,0962fc2a6e6a,False,rule,2024-02-23,demand,gdquest-demos/godot-4-procedural-generation,blocked_demand,contributor-names-blocker,update to godot 4.3,closed,https://github.com/gdquest-demos/godot-4-procedural-generation/issues/13,0.1
False,,rule-v0.1,1,medium,godot,0962fc2a6e6a,False,rule,2023-05-05,demand,drwhut/tabletop-club,blocked_demand,issue-requests-new-version,VR support,open,https://github.com/drwhut/tabletop-club/issues/285,0.1
False,2024-02-27,rule-v0.1,1,high,godot,0962fc2a6e6a,False,rule,2023-11-15,demand,a-little-org-called-mario/a-little-game-called-mario,blocked_demand,issue-requests-new-version,Update to godot 4,closed,https://github.com/a-little-org-called-mario/a-little-game-called-mario/issues/666,0.1
False,,rule-v0.1,6,high,godot,0962fc2a6e6a,False,rule,2022-10-12,demand,db0/godot-card-game-framework,blocked_demand,issue-requests-new-version,a godot 4 version?,open,https://github.com/db0/godot-card-game-framework/issues/178,0.1
True,,rule-v0.1,7,medium,godot,0962fc2a6e6a,False,rule,2024-05-10,demand,db0/godot-card-game-framework,blocked_demand,issue-requests-new-version,MIT License,open,https://github.com/db0/godot-card-game-framework/issues/189,0.1
False,,rule-v0.1,0,low,godot,0962fc2a6e6a,True,rule,2025-06-06,demand,db0/godot-card-game-framework,blocked_demand,contributor-names-blocker,Another Godot 4 conversion,open,https://github.com/db0/godot-card-game-framework/pull/194,0.1
False,2022-08-18,rule-v0.1,0,medium,godot,0962fc2a6e6a,True,rule,2022-08-17,demand,Arnklit/Waterways,blocked_demand,issue-requests-new-version,Initial Godot 4 conversion,closed,https://github.com/Arnklit/Waterways/pull/15,0.1
False,2022-11-29,rule-v0.1,2,high,godot,0962fc2a6e6a,True,rule,2022-11-17,demand,Arnklit/Waterways,blocked_demand,issue-requests-new-version,Update to Godot 4.0 Beta 3,closed,https://github.com/Arnklit/Waterways/pull/18,0.1
True,,rule-v0.1,3,low,godot,0962fc2a6e6a,False,rule,2022-11-25,demand,Arnklit/Waterways,blocked_demand,contributor-names-blocker,TRACKER - 16-bit depth viewports needed for improved flowmap calculation (BLOCKED by Godot 4.0),open,https://github.com/Arnklit/Waterways/issues/19,0.1
False,2024-01-25,rule-v0.1,10,medium,godot,0962fc2a6e6a,True,rule,2023-04-16,demand,Arnklit/Waterways,blocked_demand,issue-requests-new-version,Godot 4 stable,closed,https://github.com/Arnklit/Waterways/pull/23,0.1
False,,rule-v0.1,3,low,godot,0962fc2a6e6a,False,rule,2023-08-26,demand,Arnklit/Waterways,blocked_demand,contributor-names-blocker,Cannot work with Godot 4.1.1,open,https://github.com/Arnklit/Waterways/issues/24,0.1
True,2025-12-17,rule-v0.1,1,low,godot,0962fc2a6e6a,True,rule,2025-12-15,demand,Arnklit/Waterways,blocked_demand,contributor-names-blocker,Godot 4.5 updates,closed,https://github.com/Arnklit/Waterways/pull/29,0.1
False,,rule-v0.1,2,medium,godot,0962fc2a6e6a,False,rule,2023-07-26,demand,godot-extended-libraries/godot-next,blocked_demand,issue-requests-new-version,godot 4.x support,open,https://github.com/godot-extended-libraries/godot-next/issues/106,0.1
False,,rule-v0.1,2,medium,godot,0962fc2a6e6a,False,rule,2023-10-16,demand,godot-extended-libraries/godot-next,blocked_demand,issue-requests-new-version,What's the status of this repository?,open,https://github.com/godot-extended-libraries/godot-next/issues/108,0.1
False,2021-12-22,rule-v0.1,1,low,godot,0962fc2a6e6a,False,rule,2021-12-22,demand,quentincaffeino/godot-console,blocked_demand,contributor-names-blocker,"[Resolved, User Error] [Godot 3.4.2, X11 Linux] Plugin cannot be properly loaded after install",closed,https://github.com/quentincaffeino/godot-console/issues/80,0.1
False,,rule-v0.1,18,high,godot,0962fc2a6e6a,True,rule,2022-05-18,demand,quentincaffeino/godot-console,blocked_demand,issue-requests-new-version,Godot 4 port,open,https://github.com/quentincaffeino/godot-console/pull/86,0.1
False,,rule-v0.1,3,high,godot,0962fc2a6e6a,False,rule,2022-09-19,demand,quentincaffeino/godot-console,blocked_demand,issue-requests-new-version,Godot 4 Beta 1 Port,open,https://github.com/quentincaffeino/godot-console/issues/90,0.1
False,,rule-v0.1,7,low,godot,0962fc2a6e6a,False,rule,2023-05-27,demand,quentincaffeino/godot-console,blocked_demand,contributor-names-blocker,Godot 4 Branch always asks to save the project on open,open,https://github.com/quentincaffeino/godot-console/issues/111,0.1
False,2024-08-31,rule-v0.1,3,high,godot,0962fc2a6e6a,False,rule,2024-06-21,demand,loudsmilestudios/TetraForce,blocked_demand,issue-requests-new-version,Godot 4+ Port.,closed,https://github.com/loudsmilestudios/TetraForce/issues/352,0.1
False,2023-06-14,rule-v0.1,2,low,godot,0962fc2a6e6a,False,rule,2023-06-14,demand,lawnjelly/smoothing-addon,blocked_demand,contributor-names-blocker,Can't import to Godot 4.x,closed,https://github.com/lawnjelly/smoothing-addon/issues/34,0.1
False,,rule-v0.1,5,high,godot,0962fc2a6e6a,False,rule,2024-01-04,demand,lawnjelly/smoothing-addon,blocked_demand,issue-requests-new-version,Godot 4 FPS Support,open,https://github.com/lawnjelly/smoothing-addon/issues/51,0.1
False,2022-10-19,rule-v0.1,4,medium,godot,0962fc2a6e6a,True,rule,2022-02-10,demand,ClarkThyLord/Voxel-Core,blocked_demand,issue-requests-new-version,Migrate to GDScript 2,closed,https://github.com/ClarkThyLord/Voxel-Core/pull/63,0.1
True,2022-10-19,rule-v0.1,0,medium,godot,0962fc2a6e6a,True,rule,2022-10-19,demand,ClarkThyLord/Voxel-Core,blocked_demand,issue-requests-new-version,Voxel-Core 3.2.0,closed,https://github.com/ClarkThyLord/Voxel-Core/pull/67,0.1
False,,rule-v0.1,9,high,godot,0962fc2a6e6a,False,rule,2023-05-09,demand,ClarkThyLord/Voxel-Core,blocked_demand,issue-requests-new-version,Port to godot 4,open,https://github.com/ClarkThyLord/Voxel-Core/issues/69,0.1
True,2025-08-25,rule-v0.1,0,high,godot,0962fc2a6e6a,True,rule,2025-08-25,demand,getenu/enu,blocked_demand,issue-requests-new-version,Add verification mode baseline for Godot 4 migration planning,closed,https://github.com/getenu/enu/pull/40,0.1
True,2025-10-08,rule-v0.1,1,high,godot,0962fc2a6e6a,True,rule,2025-08-25,demand,getenu/enu,blocked_demand,issue-requests-new-version,Add verification mode baseline for Godot 4 migration planning,closed,https://github.com/getenu/enu/pull/41,0.1
True,2025-10-08,rule-v0.1,0,high,godot,0962fc2a6e6a,True,rule,2025-08-26,demand,getenu/enu,blocked_demand,contributor-names-blocker,Godot 4 Migration Spike: Successful gdext-nim Integration,closed,https://github.com/getenu/enu/pull/42,0.1
False,,rule-v0.1,8,high,godot,0962fc2a6e6a,False,rule,2022-12-20,demand,samsface/godot-steam-api,blocked_demand,issue-requests-new-version,Godot 4 version of the plugin,open,https://github.com/samsface/godot-steam-api/issues/35,0.1
True,,rule-v0.1,0,high,godot,0962fc2a6e6a,True,rule,2024-07-04,demand,jayaarrgh/BookOfShaders-Godot,blocked_demand,issue-requests-new-version,Updates for godot4,open,https://github.com/jayaarrgh/BookOfShaders-Godot/pull/9,0.1
False,,rule-v0.1,9,high,godot,0962fc2a6e6a,False,rule,2022-01-24,demand,ephread/inkgd,blocked_demand,issue-requests-new-version,Support Godot 4,open,https://github.com/ephread/inkgd/issues/55,0.1
False,2023-03-20,rule-v0.1,1,medium,godot,0962fc2a6e6a,True,rule,2023-03-20,demand,ephread/inkgd,blocked_demand,issue-requests-new-version,Rename members which use keywords as the name,closed,https://github.com/ephread/inkgd/pull/70,0.1
False,2023-09-06,rule-v0.1,2,high,godot,0962fc2a6e6a,True,rule,2023-03-20,demand,ephread/inkgd,blocked_demand,issue-requests-new-version,Port to Godot 4,closed,https://github.com/ephread/inkgd/pull/71,0.1
False,2023-10-23,rule-v0.1,3,medium,godot,0962fc2a6e6a,False,rule,2023-10-17,demand,ephread/inkgd,blocked_demand,issue-requests-new-version,inkgd not compatible with Godot 4.2,closed,https://github.com/ephread/inkgd/issues/76,0.1
False,,rule-v0.1,0,low,godot,0962fc2a6e6a,False,rule,2025-01-20,demand,ephread/inkgd,blocked_demand,contributor-names-blocker,tags_for_content_at_path() not working 4.2+,open,https://github.com/ephread/inkgd/issues/92,0.1
False,,rule-v0.1,1,medium,godot,0962fc2a6e6a,True,rule,2025-02-07,demand,ephread/inkgd,blocked_demand,issue-requests-new-version,Godot 4 script templates fix,open,https://github.com/ephread/inkgd/pull/93,0.1
False,2023-08-10,rule-v0.1,1,high,godot,0962fc2a6e6a,False,rule,2023-03-29,demand,awkwardpolygons/cartographer,blocked_demand,issue-requests-new-version,Godot 4 port?,closed,https://github.com/awkwardpolygons/cartographer/issues/16,0.1
False,,rule-v0.1,1,high,godot,0962fc2a6e6a,False,rule,2023-03-11,demand,OBKF/Godot-Trail-System,blocked_demand,issue-requests-new-version,Godot 4 port,open,https://github.com/OBKF/Godot-Trail-System/issues/10,0.1
False,,rule-v0.1,0,high,godot,0962fc2a6e6a,False,rule,2025-12-08,demand,RPicster/Godot-particle-and-vfx-textures,blocked_demand,issue-requests-new-version,Update to Godot 4.5,open,https://github.com/RPicster/Godot-particle-and-vfx-textures/issues/2,0.1
False,,rule-v0.1,7,high,godot,0962fc2a6e6a,True,rule,2025-06-29,demand,Libre-TrainSim/Libre-TrainSim,blocked_demand,issue-requests-new-version,Update to Godot 4.4,open,https://github.com/Libre-TrainSim/Libre-TrainSim/pull/570,0.1
False,2022-09-02,rule-v0.1,2,high,godot,0962fc2a6e6a,False,rule,2022-09-01,demand,BraindeadBZH/godot_card_engine,blocked_demand,issue-requests-new-version,Does not support Godot 4.0 alpha 15,closed,https://github.com/BraindeadBZH/godot_card_engine/issues/21,0.1
False,2023-11-02,rule-v0.1,4,medium,godot,0962fc2a6e6a,True,rule,2023-11-01,demand,BraindeadBZH/godot_card_engine,blocked_demand,issue-requests-new-version,Fix Godot4 syntax errors,closed,https://github.com/BraindeadBZH/godot_card_engine/pull/24,0.1
False,2023-06-20,rule-v0.1,1,high,godot,0962fc2a6e6a,False,rule,2023-06-20,demand,hiulit/Godot-3-2D-Day-Night-Cycle,blocked_demand,issue-requests-new-version,Does it support godot 4?,closed,https://github.com/hiulit/Godot-3-2D-Day-Night-Cycle/issues/11,0.1
False,,rule-v0.1,6,medium,godot,0962fc2a6e6a,True,rule,2023-08-10,demand,Arnklit/ShellFurGodot,blocked_demand,issue-requests-new-version,Godot 4 1,open,https://github.com/Arnklit/ShellFurGodot/pull/11,0.1
False,2023-03-19,rule-v0.1,2,low,godot,0962fc2a6e6a,False,rule,2023-03-18,demand,gilzoide/godot-lua-pluginscript,blocked_demand,contributor-names-blocker,Plugin not working in Godot 4.0,closed,https://github.com/gilzoide/godot-lua-pluginscript/issues/48,0.1
False,,rule-v0.1,6,medium,godot,0962fc2a6e6a,False,rule,2023-09-23,demand,heroiclabs/nakama-godot-demo,blocked_demand,contributor-names-blocker,Coversion to Godot 4,open,https://github.com/heroiclabs/nakama-godot-demo/issues/39,0.1
False,,rule-v0.1,0,medium,godot,0962fc2a6e6a,False,rule,2025-02-22,demand,heroiclabs/nakama-godot-demo,blocked_demand,issue-requests-new-version,(Out of date) Godot 4.3 Demo update?,open,https://github.com/heroiclabs/nakama-godot-demo/issues/41,0.1
False,2022-10-31,rule-v0.1,1,high,godot,0962fc2a6e6a,False,rule,2022-10-31,demand,MikeSchulze/gdUnit3,blocked_demand,issue-requests-new-version,Godot 4 support?,closed,https://github.com/MikeSchulze/gdUnit3/issues/332,0.1
False,2024-11-26,rule-v0.1,1,high,godot,0962fc2a6e6a,False,rule,2024-11-26,demand,gdquest-demos/godot-2d-jrpg-combat,blocked_demand,issue-requests-new-version,Any chance you could update this for godot 4 . ,closed,https://github.com/gdquest-demos/godot-2d-jrpg-combat/issues/3,0.1
False,2020-01-23,rule-v0.1,5,low,godot,0962fc2a6e6a,False,rule,2020-01-22,demand,AlexDarigan/wat,blocked_demand,contributor-names-blocker,4.1 Does Not Work With Godot 3.1.1,closed,https://github.com/AlexDarigan/wat/issues/73,0.1
False,,rule-v0.1,3,high,godot,0962fc2a6e6a,False,rule,2022-11-29,demand,AlexDarigan/wat,blocked_demand,issue-requests-new-version,Godot 4 support,open,https://github.com/AlexDarigan/wat/issues/358,0.1
False,,rule-v0.1,0,medium,godot,0962fc2a6e6a,False,rule,2023-10-31,demand,wojtekpil/Godot-Octahedral-Impostors,blocked_demand,issue-requests-new-version,An Implementation for Godot 4.1.2,open,https://github.com/wojtekpil/Godot-Octahedral-Impostors/issues/20,0.1
False,2024-01-21,rule-v0.1,1,medium,godot,0962fc2a6e6a,False,rule,2024-01-20,demand,gtibo/VFX-sketchbook-Godot-3.x,blocked_demand,issue-requests-new-version,Godot4,closed,https://github.com/gtibo/VFX-sketchbook-Godot-3.x/issues/2,0.1
True,2021-02-15,rule-v0.1,10,medium,godot,0962fc2a6e6a,True,rule,2021-01-15,counter-demand,GodotVR/godot_openxr_for_godot_3.x,blocked_demand,maintainer-declines-migration,Implementing configurable actions,closed,https://github.com/GodotVR/godot_openxr_for_godot_3.x/pull/25,0.1
True,2023-02-07,rule-v0.1,2,medium,godot,0962fc2a6e6a,True,rule,2021-08-12,demand,GodotVR/godot_openxr_for_godot_3.x,blocked_demand,contributor-names-blocker,"Rework ARVRInterface so we inherit, requires 3.4",closed,https://github.com/GodotVR/godot_openxr_for_godot_3.x/pull/70,0.1
True,2022-03-21,rule-v0.1,0,medium,godot,0962fc2a6e6a,False,rule,2021-08-23,demand,GodotVR/godot_openxr_for_godot_3.x,blocked_demand,issue-requests-new-version,Branches tags and versions,closed,https://github.com/GodotVR/godot_openxr_for_godot_3.x/issues/81,0.1
True,2022-07-15,rule-v0.1,4,medium,godot,0962fc2a6e6a,False,rule,2021-09-14,demand,GodotVR/godot_openxr_for_godot_3.x,blocked_demand,contributor-names-blocker,4.0-dev branch,closed,https://github.com/GodotVR/godot_openxr_for_godot_3.x/issues/91,0.1
True,2021-11-19,rule-v0.1,5,high,godot,0962fc2a6e6a,True,rule,2021-09-14,demand,GodotVR/godot_openxr_for_godot_3.x,blocked_demand,issue-requests-new-version,Port to godot 4.0 - first steps,closed,https://github.com/GodotVR/godot_openxr_for_godot_3.x/pull/92,0.1
True,2022-03-21,rule-v0.1,0,medium,godot,0962fc2a6e6a,False,rule,2022-02-19,demand,GodotVR/godot_openxr_for_godot_3.x,blocked_demand,issue-requests-new-version,OpenXR in Godot 4,closed,https://github.com/GodotVR/godot_openxr_for_godot_3.x/issues/170,0.1
False,2024-06-29,rule-v0.1,3,medium,godot,0962fc2a6e6a,True,rule,2022-12-17,demand,GodotVR/godot_openxr_for_godot_3.x,blocked_demand,issue-requests-new-version,Unified OpenXR loader for Meta and Pico devices,closed,https://github.com/GodotVR/godot_openxr_for_godot_3.x/pull/241,0.1
False,,rule-v0.1,0,medium,godot,0962fc2a6e6a,False,rule,2024-07-09,demand,Mohammed-Anwar/post-processing-tool-for-godot,blocked_demand,issue-requests-new-version,Future plan,open,https://github.com/Mohammed-Anwar/post-processing-tool-for-godot/issues/6,0.1
False,,rule-v0.1,2,medium,godot,0962fc2a6e6a,False,rule,2023-07-06,demand,Droivox/Godot-Engine-FPS,blocked_demand,issue-requests-new-version,Godot 4 compatibility,open,https://github.com/Droivox/Godot-Engine-FPS/issues/5,0.1
False,,rule-v0.1,0,high,godot,0962fc2a6e6a,True,rule,2025-07-08,demand,Droivox/Godot-Engine-FPS,blocked_demand,issue-requests-new-version,Upgrade project to Godot 4.0 compatibility and fix all major errors,open,https://github.com/Droivox/Godot-Engine-FPS/pull/8,0.1
False,,rule-v0.1,2,medium,godot,0962fc2a6e6a,True,rule,2024-03-23,demand,jreo03/g-rcp2,blocked_demand,contributor-names-blocker,"Godot 4.2.1 Optimizations, rewrites, features from upstream, etc.",open,https://github.com/jreo03/g-rcp2/pull/3,0.1
False,,rule-v0.1,6,high,godot,0962fc2a6e6a,False,rule,2024-03-10,demand,CaptainProton42/DynamicWaterDemo,blocked_demand,contributor-names-blocker,Port to Godot 4,open,https://github.com/CaptainProton42/DynamicWaterDemo/issues/6,0.1
False,,rule-v0.1,1,high,godot,0962fc2a6e6a,True,rule,2023-10-31,demand,nezvers/Godot_Public_Examples,blocked_demand,issue-requests-new-version,Convert verlet rope example to Godot 4.1,open,https://github.com/nezvers/Godot_Public_Examples/pull/6,0.1
False,2024-09-03,rule-v0.1,3,low,godot,0962fc2a6e6a,False,rule,2024-08-31,demand,akien-mga/dynadungeons,blocked_demand,contributor-names-blocker,The game does not work with current Godot version 4.3,closed,https://github.com/akien-mga/dynadungeons/issues/68,0.1
False,,rule-v0.1,1,high,godot,0962fc2a6e6a,False,rule,2025-03-15,demand,acedogblast/Project-Uranium-Godot,blocked_demand,issue-requests-new-version,Any plans to migrate to godot 4.x?,open,https://github.com/acedogblast/Project-Uranium-Godot/issues/82,0.1
False,,rule-v0.1,2,medium,godot,0962fc2a6e6a,True,rule,2026-07-31,demand,acedogblast/Project-Uranium-Godot,blocked_demand,contributor-names-blocker,Migrate to v4,open,https://github.com/acedogblast/Project-Uranium-Godot/pull/83,0.1
False,2025-12-04,rule-v0.1,0,high,godot,0962fc2a6e6a,True,rule,2022-10-07,demand,romlok/godot-gdhexgrid,blocked_demand,issue-requests-new-version,Ported to Godot 4 Beta 2,closed,https://github.com/romlok/godot-gdhexgrid/pull/10,0.1
False,,rule-v0.1,6,high,godot,0962fc2a6e6a,False,rule,2023-04-05,demand,ikbencasdoei/godot-voip,blocked_demand,contributor-names-blocker,Does it have Godot 4 support?,open,https://github.com/ikbencasdoei/godot-voip/issues/28,0.1
False,,rule-v0.1,3,high,godot,0962fc2a6e6a,False,rule,2024-07-16,demand,samuelbigos/godot_2d_global_illumination,blocked_demand,issue-requests-new-version,Porting to Godot 4.2,open,https://github.com/samuelbigos/godot_2d_global_illumination/issues/3,0.1
False,2022-05-06,rule-v0.1,1,medium,godot,0962fc2a6e6a,True,rule,2021-11-20,demand,JaccomoLorenz/godot-camera-control,blocked_demand,issue-requests-new-version,ported to gdscript2 for the most part,closed,https://github.com/JaccomoLorenz/godot-camera-control/pull/10,0.1
False,,rule-v0.1,0,high,godot,0962fc2a6e6a,False,rule,2024-12-22,demand,Bauxitedev/godot-motion-blur,blocked_demand,issue-requests-new-version,Do you have plans for godot 4 port ?,open,https://github.com/Bauxitedev/godot-motion-blur/issues/14,0.1
True,,rule-v0.1,0,high,godot,0962fc2a6e6a,False,rule,2023-03-15,demand,miskatonicstudio/godot-experiments,blocked_demand,issue-requests-new-version,Update the codebase to Godot 4,open,https://github.com/miskatonicstudio/godot-experiments/issues/11,0.1
True,2025-10-24,rule-v0.1,0,high,godot,0962fc2a6e6a,True,rule,2025-10-24,demand,miskatonicstudio/godot-experiments,blocked_demand,issue-requests-new-version,Add a video to pride flag and upgrade to Godot 4.3,closed,https://github.com/miskatonicstudio/godot-experiments/pull/22,0.1
False,,rule-v0.1,1,high,godot,0962fc2a6e6a,False,rule,2024-02-21,demand,Zylann/godot_scatter_plugin,blocked_demand,issue-requests-new-version,Support for Godot 4,open,https://github.com/Zylann/godot_scatter_plugin/issues/22,0.1
False,,rule-v0.1,1,high,godot,0962fc2a6e6a,False,rule,2023-03-03,demand,gdquest-demos/godot-2d-tactical-rpg-movement,blocked_demand,issue-requests-new-version,[REQUEST]Update the tutorial to Godot 4 and use the AStarGrid2d class,open,https://github.com/gdquest-demos/godot-2d-tactical-rpg-movement/issues/2,0.1
False,2023-05-08,rule-v0.1,5,high,godot,0962fc2a6e6a,True,rule,2023-04-06,demand,gdquest-demos/godot-2d-tactical-rpg-movement,blocked_demand,issue-requests-new-version,Update to Godot 4.0,closed,https://github.com/gdquest-demos/godot-2d-tactical-rpg-movement/pull/3,0.1
True,,rule-v0.1,1,high,godot,0962fc2a6e6a,True,rule,2023-06-05,demand,BastiaanOlij/vehicle-demo,blocked_demand,contributor-names-blocker,Converting project to Godot 4.x,open,https://github.com/BastiaanOlij/vehicle-demo/pull/15,0.1
True,,rule-v0.1,4,high,godot,0962fc2a6e6a,False,rule,2022-11-23,demand,bitbrain/godot-tutorials,blocked_demand,issue-requests-new-version,🤖 Godot 4 support,open,https://github.com/bitbrain/godot-tutorials/issues/1,0.1
False,,rule-v0.1,25,high,godot,0962fc2a6e6a,False,rule,2023-07-06,demand,Btan2/Q_Move,blocked_demand,issue-requests-new-version,Godot 4 Support,open,https://github.com/Btan2/Q_Move/issues/6,0.1
False,,rule-v0.1,0,medium,godot,0962fc2a6e6a,False,rule,2024-08-27,demand,Btan2/Q_Move,blocked_demand,issue-requests-new-version,Code simple doesn't work.,open,https://github.com/Btan2/Q_Move/issues/7,0.1
False,,rule-v0.1,0,high,godot,0962fc2a6e6a,True,rule,2025-01-27,demand,samuelbigos/godot_dither_shader,blocked_demand,issue-requests-new-version,Update godot4.x,open,https://github.com/samuelbigos/godot_dither_shader/pull/2,0.1
False,,rule-v0.1,0,high,godot,0962fc2a6e6a,True,rule,2025-10-23,demand,openairlinetycoon/OpenATDeluxe,blocked_demand,contributor-names-blocker,Migration to Godot 4.4,open,https://github.com/openairlinetycoon/OpenATDeluxe/pull/34,0.1
False,,rule-v0.1,0,high,godot,0962fc2a6e6a,False,rule,2024-04-04,demand,arypbatista/godot-swipe-detector,blocked_demand,issue-requests-new-version,Godot 4 support,open,https://github.com/arypbatista/godot-swipe-detector/issues/31,0.1
False,,rule-v0.1,2,medium,godot,0962fc2a6e6a,False,rule,2023-04-27,demand,uheartbeast/3d-dungeon,blocked_demand,issue-requests-new-version,Godot 4.0 support.,open,https://github.com/uheartbeast/3d-dungeon/issues/3,0.1
False,,rule-v0.1,1,high,godot,0962fc2a6e6a,True,rule,2024-06-20,demand,uheartbeast/3d-dungeon,blocked_demand,issue-requests-new-version,Update for Godot 4.2.2 stable,open,https://github.com/uheartbeast/3d-dungeon/pull/4,0.1
False,,rule-v0.1,1,medium,godot,0962fc2a6e6a,False,rule,2023-07-06,demand,EXPWorlds/Godot-Dialog-System,blocked_demand,issue-requests-new-version,Godot 4 incompatibility,open,https://github.com/EXPWorlds/Godot-Dialog-System/issues/8,0.1
False,2023-02-04,rule-v0.1,3,low,godot,0962fc2a6e6a,True,rule,2023-02-04,demand,catprisbrey/Third-Person-Controller---Godot-Souls-like,blocked_demand,contributor-names-blocker,Godot 4 beta 17 update,closed,https://github.com/catprisbrey/Third-Person-Controller---Godot-Souls-like/pull/3,0.1
False,2023-03-11,rule-v0.1,1,medium,godot,0962fc2a6e6a,False,rule,2023-03-11,demand,catprisbrey/Third-Person-Controller---Godot-Souls-like,blocked_demand,issue-requests-new-version,Godot 4.0,closed,https://github.com/catprisbrey/Third-Person-Controller---Godot-Souls-like/issues/4,0.1
False,2023-04-01,rule-v0.1,1,high,godot,0962fc2a6e6a,False,rule,2023-04-01,demand,catprisbrey/Third-Person-Controller---Godot-Souls-like,blocked_demand,issue-requests-new-version,Godot 4 version?,closed,https://github.com/catprisbrey/Third-Person-Controller---Godot-Souls-like/issues/5,0.1
True,,rule-v0.1,0,high,godot,0962fc2a6e6a,False,rule,2024-09-19,demand,argosopentech/Conquest,blocked_demand,issue-requests-new-version,Update to Godot 4,open,https://github.com/argosopentech/Conquest/issues/9,0.1
False,,rule-v0.1,4,high,godot,0962fc2a6e6a,False,rule,2022-09-17,demand,EricEzaM/godot-color-palette,blocked_demand,issue-requests-new-version,Godot 4 support,open,https://github.com/EricEzaM/godot-color-palette/issues/8,0.1
False,,rule-v0.1,1,high,godot,0962fc2a6e6a,True,rule,2023-03-08,demand,EricEzaM/godot-color-palette,blocked_demand,contributor-names-blocker,port to godot4,open,https://github.com/EricEzaM/godot-color-palette/pull/9,0.1
False,,rule-v0.1,6,high,godot,0962fc2a6e6a,False,rule,2022-08-24,demand,tayloraswift/godot-swift,blocked_demand,issue-requests-new-version,Godot 4 / GDExtension support,open,https://github.com/tayloraswift/godot-swift/issues/9,0.1
True,,rule-v0.1,0,medium,godot,0962fc2a6e6a,False,rule,2023-05-04,demand,Novakasa/brickrail,blocked_demand,issue-requests-new-version,[Feature] customize/add new control options,open,https://github.com/Novakasa/brickrail/issues/123,0.1
False,2023-04-01,rule-v0.1,6,medium,godot,0962fc2a6e6a,True,rule,2023-02-14,demand,Norodix/GodotMirror,blocked_demand,issue-requests-new-version,Godot 4.0 Update,closed,https://github.com/Norodix/GodotMirror/pull/8,0.1
False,,rule-v0.1,1,medium,godot,0962fc2a6e6a,False,rule,2023-04-01,demand,ozzr/godot_terrain,blocked_demand,issue-requests-new-version,Godot 4,open,https://github.com/ozzr/godot_terrain/issues/17,0.1
False,2022-07-31,rule-v0.1,1,low,godot,0962fc2a6e6a,True,rule,2022-07-29,demand,dialogic-godot/dialogic,blocked_demand,contributor-names-blocker,Voice support 2.0 godot4,closed,https://github.com/dialogic-godot/dialogic/pull/1051,0.1
False,2025-03-02,rule-v0.1,3,high,godot,0962fc2a6e6a,True,rule,2024-10-27,demand,gdquest-demos/godot-4-2d-visual-novel,blocked_demand,issue-requests-new-version,Update to Godot 4,closed,https://github.com/gdquest-demos/godot-4-2d-visual-novel/pull/17,0.1
