channel,date_field,date_source,engine,ev_id,is_first_of_minor,line,minor_series,released_on,schema,tag,v,version
stable,published_at,godotengine/godot,godot,220661a691a4,True,3.x,3.6,2024-09-09,releases,3.6-stable,0.1,3.6
dev,published_at,godotengine/godot-builds,godot,9f1931f0d0f8,False,4.x,4.4,2024-09-10,releases,4.4-dev2,0.1,4.4
dev,published_at,godotengine/godot-builds,godot,9f1931f0d0f8,False,4.x,4.4,2024-10-02,releases,4.4-dev3,0.1,4.4
dev,published_at,godotengine/godot-builds,godot,9f1931f0d0f8,False,4.x,4.4,2024-11-08,releases,4.4-dev4,0.1,4.4
dev,published_at,godotengine/godot-builds,godot,9f1931f0d0f8,False,4.x,4.4,2024-11-21,releases,4.4-dev5,0.1,4.4
dev,published_at,godotengine/godot-builds,godot,9f1931f0d0f8,False,4.x,4.4,2024-12-05,releases,4.4-dev6,0.1,4.4
dev,published_at,godotengine/godot-builds,godot,9f1931f0d0f8,False,4.x,4.4,2024-12-19,releases,4.4-dev7,0.1,4.4
beta,published_at,godotengine/godot-builds,godot,9f1931f0d0f8,False,4.x,4.4,2025-01-16,releases,4.4-beta1,0.1,4.4
beta,published_at,godotengine/godot-builds,godot,9f1931f0d0f8,False,4.x,4.4,2025-01-29,releases,4.4-beta2,0.1,4.4
beta,published_at,godotengine/godot-builds,godot,9f1931f0d0f8,False,4.x,4.4,2025-02-07,releases,4.4-beta3,0.1,4.4
beta,published_at,godotengine/godot-builds,godot,9f1931f0d0f8,False,4.x,4.4,2025-02-17,releases,4.4-beta4,0.1,4.4
rc,published_at,godotengine/godot-builds,godot,9f1931f0d0f8,False,4.x,4.4,2025-02-21,releases,4.4-rc1,0.1,4.4
rc,published_at,godotengine/godot-builds,godot,9f1931f0d0f8,False,4.x,4.4,2025-02-26,releases,4.4-rc2,0.1,4.4
rc,published_at,godotengine/godot-builds,godot,9f1931f0d0f8,False,4.x,4.4,2025-02-28,releases,4.4-rc3,0.1,4.4
stable,published_at,godotengine/godot,godot,220661a691a4,True,4.x,4.4,2025-03-03,releases,4.4-stable,0.1,4.4
rc,published_at,godotengine/godot-builds,godot,9f1931f0d0f8,False,4.x,4.4,2025-03-14,releases,4.4.1-rc1,0.1,4.4.1
dev,published_at,godotengine/godot-builds,godot,9f1931f0d0f8,False,4.x,4.5,2025-03-20,releases,4.5-dev1,0.1,4.5
rc,published_at,godotengine/godot-builds,godot,9f1931f0d0f8,False,4.x,4.4,2025-03-21,releases,4.4.1-rc2,0.1,4.4.1
stable,published_at,godotengine/godot,godot,220661a691a4,False,4.x,4.4,2025-03-26,releases,4.4.1-stable,0.1,4.4.1
dev,published_at,godotengine/godot-builds,godot,9f1931f0d0f8,False,4.x,4.5,2025-04-08,releases,4.5-dev2,0.1,4.5
dev,published_at,godotengine/godot-builds,godot,9f1931f0d0f8,False,4.x,4.5,2025-04-25,releases,4.5-dev3,0.1,4.5
dev,published_at,godotengine/godot-builds,godot,9f1931f0d0f8,False,4.x,4.5,2025-05-13,releases,4.5-dev4,0.1,4.5
dev,published_at,godotengine/godot-builds,godot,9f1931f0d0f8,False,4.x,4.5,2025-06-02,releases,4.5-dev5,0.1,4.5
beta,published_at,godotengine/godot-builds,godot,9f1931f0d0f8,False,4.x,4.5,2025-06-18,releases,4.5-beta1,0.1,4.5
stable,published_at,godotengine/godot,godot,220661a691a4,False,3.x,3.6,2025-06-25,releases,3.6.1-stable,0.1,3.6.1
beta,published_at,godotengine/godot-builds,godot,9f1931f0d0f8,False,4.x,4.5,2025-07-07,releases,4.5-beta2,0.1,4.5
beta,published_at,godotengine/godot-builds,godot,9f1931f0d0f8,False,4.x,4.5,2025-07-08,releases,4.5-beta3,0.1,4.5
beta,published_at,godotengine/godot-builds,godot,9f1931f0d0f8,False,4.x,4.5,2025-07-29,releases,4.5-beta4,0.1,4.5
beta,published_at,godotengine/godot-builds,godot,9f1931f0d0f8,False,4.x,4.5,2025-08-06,releases,4.5-beta5,0.1,4.5
beta,published_at,godotengine/godot-builds,godot,9f1931f0d0f8,False,4.x,4.5,2025-08-21,releases,4.5-beta6,0.1,4.5
beta,published_at,godotengine/godot-builds,godot,9f1931f0d0f8,False,4.x,4.5,2025-08-29,releases,4.5-beta7,0.1,4.5
rc,published_at,godotengine/godot-builds,godot,9f1931f0d0f8,False,4.x,4.5,2025-09-05,releases,4.5-rc1,0.1,4.5
rc,published_at,godotengine/godot-builds,godot,9f1931f0d0f8,False,4.x,4.5,2025-09-10,releases,4.5-rc2,0.1,4.5
stable,published_at,godotengine/godot,godot,220661a691a4,True,4.x,4.5,2025-09-15,releases,4.5-stable,0.1,4.5
dev,published_at,godotengine/godot-builds,godot,9f1931f0d0f8,False,4.x,4.6,2025-09-30,releases,4.6-dev1,0.1,4.6
rc,published_at,godotengine/godot-builds,godot,9f1931f0d0f8,False,4.x,4.5,2025-10-02,releases,4.5.1-rc1,0.1,4.5.1
rc,published_at,godotengine/godot-builds,godot,9f1931f0d0f8,False,4.x,4.5,2025-10-08,releases,4.5.1-rc2,0.1,4.5.1
stable,published_at,godotengine/godot,godot,220661a691a4,False,4.x,4.5,2025-10-15,releases,4.5.1-stable,0.1,4.5.1
dev,published_at,godotengine/godot-builds,godot,9f1931f0d0f8,False,4.x,4.6,2025-10-20,releases,4.6-dev2,0.1,4.6
stable,published_at,godotengine/godot,godot,220661a691a4,False,3.x,3.6,2025-10-23,releases,3.6.2-stable,0.1,3.6.2
dev,published_at,godotengine/godot-builds,godot,9f1931f0d0f8,False,3.x,3.7,2025-10-31,releases,3.7-dev1,0.1,3.7
dev,published_at,godotengine/godot-builds,godot,9f1931f0d0f8,False,4.x,4.6,2025-11-04,releases,4.6-dev3,0.1,4.6
dev,published_at,godotengine/godot-builds,godot,9f1931f0d0f8,False,4.x,4.6,2025-11-14,releases,4.6-dev4,0.1,4.6
dev,published_at,godotengine/godot-builds,godot,9f1931f0d0f8,False,4.x,4.6,2025-12-02,releases,4.6-dev5,0.1,4.6
dev,published_at,godotengine/godot-builds,godot,9f1931f0d0f8,False,4.x,4.6,2025-12-05,releases,4.6-dev6,0.1,4.6
beta,published_at,godotengine/godot-builds,godot,9f1931f0d0f8,False,4.x,4.6,2025-12-10,releases,4.6-beta1,0.1,4.6
beta,published_at,godotengine/godot-builds,godot,9f1931f0d0f8,False,4.x,4.6,2025-12-19,releases,4.6-beta2,0.1,4.6
beta,published_at,godotengine/godot-builds,godot,9f1931f0d0f8,False,4.x,4.6,2026-01-07,releases,4.6-beta3,0.1,4.6
rc,published_at,godotengine/godot-builds,godot,9f1931f0d0f8,False,4.x,4.6,2026-01-14,releases,4.6-rc1,0.1,4.6
rc,published_at,godotengine/godot-builds,godot,9f1931f0d0f8,False,4.x,4.6,2026-01-20,releases,4.6-rc2,0.1,4.6
rc,published_at,godotengine/godot-builds,godot,9f1931f0d0f8,False,4.x,4.5,2026-01-21,releases,4.5.2-rc1,0.1,4.5.2
stable,published_at,godotengine/godot,godot,220661a691a4,True,4.x,4.6,2026-01-26,releases,4.6-stable,0.1,4.6
rc,published_at,godotengine/godot-builds,godot,9f1931f0d0f8,False,4.x,4.6,2026-02-06,releases,4.6.1-rc1,0.1,4.6.1
dev,published_at,godotengine/godot-builds,godot,9f1931f0d0f8,False,4.x,4.7,2026-02-13,releases,4.7-dev1,0.1,4.7
stable,published_at,godotengine/godot,godot,220661a691a4,False,4.x,4.6,2026-02-16,releases,4.6.1-stable,0.1,4.6.1
dev,published_at,godotengine/godot-builds,godot,9f1931f0d0f8,False,4.x,4.7,2026-03-03,releases,4.7-dev2,0.1,4.7
rc,published_at,godotengine/godot-builds,godot,9f1931f0d0f8,False,4.x,4.6,2026-03-09,releases,4.6.2-rc1,0.1,4.6.2
stable,published_at,godotengine/godot,godot,220661a691a4,False,4.x,4.5,2026-03-19,releases,4.5.2-stable,0.1,4.5.2
rc,published_at,godotengine/godot-builds,godot,9f1931f0d0f8,False,4.x,4.6,2026-03-20,releases,4.6.2-rc2,0.1,4.6.2
dev,published_at,godotengine/godot-builds,godot,9f1931f0d0f8,False,4.x,4.7,2026-03-26,releases,4.7-dev3,0.1,4.7
stable,published_at,godotengine/godot,godot,220661a691a4,False,4.x,4.6,2026-04-01,releases,4.6.2-stable,0.1,4.6.2
dev,published_at,godotengine/godot-builds,godot,9f1931f0d0f8,False,4.x,4.7,2026-04-09,releases,4.7-dev4,0.1,4.7
dev,published_at,godotengine/godot-builds,godot,9f1931f0d0f8,False,4.x,4.7,2026-04-17,releases,4.7-dev5,0.1,4.7
beta,published_at,godotengine/godot-builds,godot,9f1931f0d0f8,False,4.x,4.7,2026-04-24,releases,4.7-beta1,0.1,4.7
rc,published_at,godotengine/godot-builds,godot,9f1931f0d0f8,False,4.x,4.6,2026-05-08,releases,4.6.3-rc1,0.1,4.6.3
beta,published_at,godotengine/godot-builds,godot,9f1931f0d0f8,False,4.x,4.7,2026-05-11,releases,4.7-beta2,0.1,4.7
rc,published_at,godotengine/godot-builds,godot,9f1931f0d0f8,False,4.x,4.6,2026-05-16,releases,4.6.3-rc2,0.1,4.6.3
stable,published_at,godotengine/godot,godot,220661a691a4,False,4.x,4.6,2026-05-20,releases,4.6.3-stable,0.1,4.6.3
beta,published_at,godotengine/godot-builds,godot,9f1931f0d0f8,False,4.x,4.7,2026-05-21,releases,4.7-beta3,0.1,4.7
beta,published_at,godotengine/godot-builds,godot,9f1931f0d0f8,False,4.x,4.7,2026-05-29,releases,4.7-beta4,0.1,4.7
beta,published_at,godotengine/godot-builds,godot,9f1931f0d0f8,False,4.x,4.7,2026-06-03,releases,4.7-beta5,0.1,4.7
rc,published_at,godotengine/godot-builds,godot,9f1931f0d0f8,False,4.x,4.7,2026-06-08,releases,4.7-rc1,0.1,4.7
rc,published_at,godotengine/godot-builds,godot,9f1931f0d0f8,False,4.x,4.7,2026-06-11,releases,4.7-rc2,0.1,4.7
rc,published_at,godotengine/godot-builds,godot,9f1931f0d0f8,False,4.x,4.7,2026-06-15,releases,4.7-rc3,0.1,4.7
stable,published_at,godotengine/godot,godot,220661a691a4,True,4.x,4.7,2026-06-18,releases,4.7-stable,0.1,4.7
rc,published_at,godotengine/godot-builds,godot,9f1931f0d0f8,False,4.x,4.7,2026-07-01,releases,4.7.1-rc1,0.1,4.7.1
dev,published_at,godotengine/godot-builds,godot,9f1931f0d0f8,False,4.x,4.8,2026-07-06,releases,4.8-dev1,0.1,4.8
rc,published_at,godotengine/godot-builds,godot,9f1931f0d0f8,False,4.x,4.7,2026-07-09,releases,4.7.1-rc2,0.1,4.7.1
stable,published_at,godotengine/godot,godot,220661a691a4,False,4.x,4.7,2026-07-14,releases,4.7.1-stable,0.1,4.7.1
dev,published_at,godotengine/godot-builds,godot,9f1931f0d0f8,False,4.x,4.8,2026-07-21,releases,4.8-dev2,0.1,4.8
rc,published_at,godotengine/godot-builds,godot,9f1931f0d0f8,False,4.x,4.7,2026-08-03,releases,4.7.2-rc1,0.1,4.7.2
dev,published_at,godotengine/godot-builds,godot,9f1931f0d0f8,False,4.x,4.8,2026-08-07,releases,4.8-dev3,0.1,4.8
stable,published_at,godotengine/godot,godot,220661a691a4,False,4.x,4.7,2026-08-18,releases,4.7.2-stable,0.1,4.7.2
stable,published_at,godotengine/godot,godot,220661a691a4,False,3.x,3.6,2026-08-22,releases,3.6.3-stable,0.1,3.6.3
